porti,携带
galvanizita fero,马口铁
galvanometro,电流计
gambo,腿
gamo,音阶
gangliono,淋巴腺
gangreno,坏疽
ganto,手套
gapi,发呆,目瞪口呆
garagho,车库,存车处
garantiajho,保证金
garantianto,保人,保证人
garantii,保证,担保,作保
garantiulo,人质
garantlii,确保
garbigi,捆
garbo,一把,一束
gardata,设防
gardhundo,警犬
gardi,保护,保卫,防范,防护,防守,护卫,警卫,据守,看守,守护,守卫,镇守
gardi en nokto,守夜
gardisto,看守
gardostaranto,步哨,岗哨,哨兵,卫兵
gardostari,放哨,站岗
gardoturo,岗楼,角楼
gardrelo,栏杆
gargarajho,含漱剂
gargari,含漱,漱口
garni,饰,装饰
garnizona trupo,卫戍部队
garnizoni,卫戍,驻扎
garnizono,警备队,驻防地,驻军
gasa stato,气态
gasa turbino,燃气轮机
gasigi,气化
gaskampo,气田
gaskomputilo,煤气表
gaslampo,汽灯
gasmetro,煤气表
gaso,毒气,煤气,气体,瓦斯
gaspedalo,加速器
gasputo,气井
gastama,好客
gastejo,客店,客栈,招待所
gasti,做客
gastiganto,东道主,主人
gastigi,款待,招待
gasto,宾客,客人,来宾,旅客
gastochambro,客房,客厅
gastralgio,胃痛
gastrito,胃炎
gastronomio,烹调法
gazelo,羚羊
gazetaro,报界,报刊
gazetistaro,新闻业
gazetisto,记者,新闻记者
gazeto,刊物,期刊,杂志
gazo,罗纱,纱布
gazono,草地,草坪
geamantoj,情侣
geedzigha (nupta) chambro,洞房
geedzigha ceremonio,婚礼
geedzighi,结婚
geedzoj,夫妇
gefiloj,子弟,子女
geighi,性交
gejsero,间歇泉
gejsho,艺妓
gemo,宝石,瑰宝,珍宝
genealogio,系谱图,系谱学
generaciaro,家谱,系谱学
generacio,一代
generalisimo,大元帅
generalo,将军
generatoro,发电机
generi,生育,生殖
generiloj,生殖器官
genetiko,遗传学
genio,天才
gento,种族,族
genui,下跪
genuighi,跪倒,屈服,屈膝,下跪
genuingo,护膝
genuo,膝盖
geoeracio,―世
geofiziko,地球物理学
geografia karto,地图
geografio,地理,地理学
geologio,均质学
geometria desegno,几何图案
geometrio,几何学
geometro,几何学家
georgino,大丽花
geotermo,地热
geotrupo,屎壳郎
gepatroj,父母,双亲
gerilano,游击队员
gerilo,游击战
Gestapo,盖世太保
gesto,手势,姿势
ghangalo,丛林
ghardenistiko,园艺,园艺学
ghardenisto,园丁
ghardeno,花园,园,园林
ghardenurbo,花园城市
ghazo,爵士音乐
ghaztrupo,爵士乐队
ghemelo,双胞胎
ghemi,哼,呻吟,叹息
ghendarmo,宪兵
ghenerala,普遍,普通,通用,一般,总的
Ghenerala Asembleo de la Unuighintaj Nacioj,联合国大会
ghenerala ideo,大意
ghenerala linio,总路线
ghenerala mobilizado,总动员
ghenerala partia filio,党总支
ghenerala politiko,总方针
ghenerala principo,总方针
ghenerala programo,总纲
ghenerala regularo,简章
ghenerala situacio,概况
ghenerala stabo,总参谋部
gheneraligi,概括,普及,一般化
gheni,碍事,打搅,捣乱,烦扰,妨碍,干扰,麻烦
gheno,拖累,周折
ghenro,风俗画
ghentila,客气,斯文,有教养,有礼貌
ghentila sinjoro,君子
ghentileco,礼貌
ghentilhomo,绅土
ghentlemano,绅土
ghermi,发芽
ghermo,萌芽,幼芽
gheto,防波堤
ghi,它
ghibo,鸡胸,驼背,驼峰
ghibulo,驼背人
ghijiga informo,喜讯
ghirafo,长颈鹿
ghirindikilo,指示灯
ghis,直到
ghis revido,再见
ghisfunde,彻底
ghisosta,刻骨
ghja,痛快
ghoja,高兴,欢乐,快活,快乐,愉快
ghoje cetebri,欢庆
ghoje informighi,欣悉
ghoji,欢喜
ghojiga,可喜,令人高兴,喜人
ghojiga afero,喜讯
ghojinda,令人高兴
ghojinde,可喜
ghojo,乐趣,喜悦
ghojo de la vivo,生趣
ghojplena,痛快
ghojplene,喜气洋洋
ghuamo,荒淫
ghui,享乐,欣赏
ghusta,精确,恰当,正确的,准确
ghustatemp,按时
ghustatempa,适时,准时
ghustatempe,及时
ghuste,正好
ghustigi,矫正,纠正,整顿,指正
gibernia urbo,县城
gicheto,窗口,售票口,小窗口
giganta,大,巨大,庞大
gigantismo,巨人症
giganto,巨人
gilotino,断头台
gimnastikiloj,体操器械
gimnastiko,体操
gimnasto,体操运动员
gimnazia diplomito,中学毕业生
gimnazio,中学
gimnosperma,裸子
ginekologio,妇科
ginekologio kaj obstetriko,妇产科
gingivo,齿龈,牙床
ginko,银杏
ginsengo,人参
giobkalkulilo,算盘
gipso,石膏
gipsobandagho,石膏绷带
girlando,花环
gisfero,生铁
gisi,铸
giso,铸铁
gitaro,吉他
glacia,冰冷,冰凉
glacia kremo,雪糕
glacia zono,寒带
glaciajho,冰淇淋
glacihokeo,冰球
glaciighi,冻冰,结冰
glaciinsulo,冰山
glacimonto,冰山
glacio,冰
glacirivero,冰川,冰河
glacirompilo,破冰船
glacishranko,冰箱,电冰箱
gladi,烫,烫平
gladilo,烙铁
gladistino,烫衣妇
glanarbo,橡树
glando,腺
glano,橡实
glaso,杯子,玻璃杯
glata,光滑,流畅,平,平滑,平稳,顺畅,顺当,顺利
glatigi,摩平,烫平
glatumi,捋
glavingo,刀鞘
glavo,刀,剑
glawkomo,青光眼
glazuri,上釉
glazuristo,釉工
glazuro,釉
glicerino,甘油
glicirizo,甘草
glikozo,葡萄糖
glimbrili,闪烁
glimo,云母
glisi,滑翔
glisilo,滑翔机
glita,油滑的
glitbobeno,梭子
glitfali,滑跌,失足
gliti,滑,溜冰
glitilo,冰鞋
glitkuri,溜冰
glitveturilo,橇,雪橇
globkrajono,圆珠笔
globlagro,滚珠轴承
globmuelilo,球磨机
globo,球,圆球
glora,荣耀
gloramo,荣誉心
glorkanto,赞美歌
glorkrono,桂冠
gloro,光荣,荣誉
glosito,舌炎
gloso,注解,注释
glua,黏
glua milio,黄米
gluajhi,胶合,黏贴
glubendo,胶带纸
glueca rizo,糯米
glui,糊,胶合,黏贴,粘合
gluilo,浆糊,胶
gluo,浆糊,胶,胶水
gluteco,屁股
gluteo,臀部
gluti,吞,吞没,咽
golejo,球门
golfludo,高尔夫球
golfo,海湾,湾
golofo,高尔夫球
golulo,守门员
gongo,锣,铜锣
goo,围棋
gorgho,喉,嗓子,峡,咽喉
gorgvojo,险隘
gorilo,大猩猩
gracia,苗条,秀美,秀气,窈窕,优美的,优雅的,幽雅
graco,恩典
grado,程度,等级,度,刻度
grafito,石墨
grafo,伯爵
grajno,颗粒,粒
gramatikisto,文法家,语法学家
gramatiko,文法,语法
gramofono,唱机,电唱机,留声机
granato,石榴
granda,大,浩大,巨大,宽敞,伟大,要人,重大的
granda aspiro,壮志
granda demokratio,大民主
granda evento,大事
granda flukto,硕果
granda ghojo,大喜
Granda Kanalo,大运河
granda kunveno,盛会
granda kvanto,大量
Granda Muro,长城
granda nombro,大量
granda persono,大人物,伟人
granda plimulto,大多数
granda skalo,大规模
granda sukccso,硕果
granda verkisto,文豪
grandagha,高龄,年迈
grandanima,大度,宽宏大量
grandanimeco,大量
grandeguIo,巨人
grandigi,放大
grandioza,宏大,宏伟,盛大,伟大,雄伟,壮观,壮丽
grandiozeco,堂皇
grandkvanta,许多
grandnombra,许多
grandpashe,阔步
grandsinjoro,老爷,显贵
grandulo,显贵
granita,顽固
granito,花岗岩
grapolo,一串
grasa,肥,肥胖,肥沃,胖
graso,油脂,脂肪
gratajho,搔痕,抓痕
grati,搔,抓
gratula parolo,祝词
gratuli,恭贺,庆贺,祝贺
gratulo,贺词
gratvundi,抓伤
grava,紧要,严重,重大的,主要的
grava afero,大事
grava elemento,要素
grava krimulo,要犯
grava malsano,重病
grava novajho,要闻
grava posteno,要职
grave,要紧
graveco,重要性
gravedeco,妊娠
gravedighi,怀孕,受胎
gravedulino,孕妇
gravito,引力,重力
gravulo,要人
gravuri,雕刻,刻
gravuri en la koro,牢记
gravuri en memoro,铭记
gravuristo,雕刻家
grefti,嫁接,接枝
grego,牧群,群,牲口,兽群
greko,希腊人
grenadisto,掷弹手
grenado,手榴弹
grenato,红宝石,石榴石
grenco,粮食
grenejo,谷仓,粮仓
greno,谷物,食粮
grenvendejo,粮店
gresejo,牧场
greso,草,草料,饲草,饲料
grifelo,石笔
griigi,碾
grilo,蛐蛐儿,蟋蟀
grimaco,怪相,鬼脸
grimpi,爬,攀登
grimpoplanto,攀缘植物,藤蔓植物
gripo,流感,流行性感冒
griteska,可笑
griza,灰色
grizhara,花白
grosho,钱币
groteska,奇怪
groto,穴,岩洞,岩穴
grumbli,抱怨,发牢骚,发怨言,埋怨
grumblo,牢骚,怨言
grunda servo,地勤
grundo,地,泥土,土壤
gruni,猪叫
gruntbovo,耗牛
gruo,吊车,鹤,起重机
grupo,班,群,团体,小组,组
gruzo,砾石,砂砾,碎石
guano,鸟粪
guasho,水粉画
guberniestro,县长
gubernio,县
guii,凝结
gumo,胶,树胶
gusho,豆荚
gustigi,调味
gusto,口味,趣味,味,滋味
gustumi,尝,品尝
gute,一点一滴
guti,滴答
guto,滴
guto post guto,一点一滴
gutujo,排水管
guvernist(in)o,家庭教师
gvardiano,卫兵
gvardio,近卫军,卫队
gvati,监视,侦察
gvatisto,岗哨
gvatturo,了望楼,谯楼
gvida organo,领导机关
gvida pulio,导轮
gvidantaro,领导班子
gvidanteco,领导权
gvidanto,领袖
gvidi,带领,领导,领路,率领,引导,指导,指挥,指引
gvidisto,导游,向导
gvidlibro,旅行指南,指南
gvidmarko,路标
hajli,下冰雹
hajlo,雹子,冰雹
haki,砍,劈
hakilo,斧头,砍刀,劈刀
haktranchilo,砍刀
haladzo,臭气,恶臭
halfo,中锋
halo,大厅,殿,礼堂,厅
haltadi,停留
haltejo,停车站,停留处
halterlevo,举重
haltero,哑铃
halti,逗留,停,停顿,停止,止步
halti duonvoje,半途而废
haltigi,杜绝,止住,制止
haltigi sangelfluon,止血
haltigilo,制动器
haltostreko,破折号
halucinacio,幻觉
halucino,幻觉
hamako,吊床
han-nacio,汉族
hana lingvo,汉语
handikapulo,残废
hano,汉人
haoso,动乱
hararangho,发型
hararo,头发
hardi,锻炼,磨练
harditeco,硬度
hardvaro,硬件
harego,刚毛,鬃毛
harligo,辫子
harmoniigi,调和,协调
harmoniko,手风琴
harmonio,和睦,和谐,融洽,谐和
haro,毛
harpinglo,发针
harplektajho,辫子
harpo,竖琴
hartubero,发鬃
hasta,急忙
haste,仓促,匆促,匆忙,慌忙
hasti,赶快
havajho,家当,所有物,资财,资产
haveno,港口,海港,口岸
havi,持有,具有,一无所有,有
havi ferion,放假
havi lertan langon,能说会道
havjho,财产
hawbizo,榴弹炮,山炮
hawtdejhetado,蜕皮
hawtero,皮屑
hawtinflamo,皮炎
hawto,皮,皮肤
hazarda,偶然
hazarde,偶而
hazardludo,赌,赌钱
hazardo,幸运
hebreo,希伯来人
hegemoniismo,霸权主义
hegemonio,霸权
hegho,篱笆,树篱,围篱
hejmaj laboroj,家务
hejmama,恋家
hejme,在家
hejmlando,家乡
hejmloko,故乡,家乡,乡里
hejmo,家
hejmosida,恋家
hejmsopiro,怀乡病,思乡
hejmtasko,功课
hejmveo,怀乡病,思乡
hejtajho,燃料
hejti,加热,烧热
hejtisto,司炉
hektaro,公顷
hela,光辉,光亮,明亮,睛朗
hela kaj bela,明媚
heleno,希腊人
helianto,葵花,向日葵
heligi,照亮
heliko,蜗牛
helikoptelo,直升飞机
helikso,耳轮
help-trupo,救兵
helpanto,助手
helpe de,借助于
helpi,成全,扶持,协助,援救,援助,支援
helpisto,副手
helpo,帮助
hematito,赤铁矿
hemikranio,偏头痛
hemiplegio,偏瘫
hemoglobino,血红蛋白
hemoragio,出血
hemostazo,止血
heni,马嘶,嘶
hepata kancero,肝癌
hepatito,肝炎
hepato,肝
herbacho,毒草,野草
herbaro,草地
herbejo,草地,草原
herbicido,除草醚
herbo,草
herbokarpo,草鱼
herbokovro,草地
hereda,家传,世袭
heredajho,继承物,遗产
heredanto,继承人
heredeco,遗传
heredi,继承
hereza,邪恶
herezo,邪教,异端
herezulo,邪教徒,异教徒
hermafrodita,雌雄同体
hermetika,密封
heroa,豪迈
heroa spirito,英雄气概
heroeco,英雄气概
heroo,豪杰,好汉,英雄,勇士,主人公
heziti,迟疑,踌躇,徘徊,彷惶,犹豫
heziti paroli,吞吞吐吐
hhaosa,乱
hhaoso,混乱,紊乱
hhelonio,海龟
hhimerkastelo,空中楼阁
hhirurgio,外科
hhirurgo,外科医生
hhoro,大合唱,合唱
hiacinto,洋水仙
hibrida besto,杂交动物
hibrida planto,杂交植物
hibridigi,杂交
hibrido,杂种
hidrargo,汞,水银
hidrawlika,水力
hidrawlika premo,水压,液压
hidrawliko,水力学
hidrodinamiko,流体力学
hidroelektra stacio,水力发电站
hidroelektrejo,水电站,水力发电站
hidrogenbombo,氢弹
hidrologia mezurado,水文测量
hidrologio,水文学
hidroplano,水上飞机
hidropso,水肿
hidroterapio,水疗法
hidrotubino,水轮机
hieraw,昨天
higiena papero,草纸,手纸
higieno,卫生
himno,圣歌,颂歌,赞美歌
hipermetropa,远视
hipertensio,高血压
hipnotismo,催眠术
hipnotizi,催眠
hipodromo,跑马场
hipokrita,假惺惺,虚伪
hipokritulo,伪君子
hipoktita,伪善
hipopotamo,河马
hipoteki,抵押
hipotezi,臆断
hirta,乱莲蓬,直立的
hirtigi,竖起
hirundo,燕子
hisi flagon,升旗
hispitalo,医院
histerio,歇斯底里,癔病
histo,组织
historia heredajho,历史遗产
historia ideismo,历史唯心主义
historia loko,古迹
historia materiismo,历史唯物主义
historia muzeo,历史博物馆
historia objekto (restajho),文物
historia scienco,史学
historiaj faktoj,史实
historiaj materialoj,史料
historiaj notoj,史话
historiaj restajhoj,遗迹
historio,故事,历史,史册
histriono,小丑
hobojo,双簧管
hodiaw,今天,现今,现在
hoki,钓
hoko,钩
hoko de ankro,锚爪
holdo,船舱,货舱
holero,霍乱
holoturio,海参
hom-fojo,人次
homa korbo,人体
homa korpo,肌体,肉体
homa mondo,人间
homa rilato,人缘
homa vivo,人生
homaj rajtoj,人权
homama,仁爱
homamo,博爱,人类爱
homaranismo,人类一员主义
homaro,人类
homo,人
homo de granda kontribuo,元勋
honesta,诚实,纯朴,刚正,正当的,正派的,正直的,忠诚,忠厚
honesta homo,老实人
honesta kaj malkashema,梗直
honesteco en la lastaj jaroj,晚节
honestulo,君子
honora,荣耀,尊贵
honora gasto,贵宾,上宾
honora gvardio,仪仗队
honorario,酬金
honorinda,尊贵
honoro,光荣,名誉,名誉,荣誉,体面
hontema,羞怯
honti,惭愧,害羞
hontinda,可耻
hontindajho,羞耻
honto,羞耻
horaro,时间表
hordeo,大麦
hordo,伙,游牧部落
horizontala,横,水平
horizontala ebeno,水平面
horizonto,地平线,水平线,天边
horlibro,时间表
horloghisto,钟表匠
horlogho,表,时钟,钟,钟表
hormono,激素
hormontrilo,时针
horo,时刻,小时,钟点
horora,可怕
hororo,恐怖
hortikulturo,园艺
hotelo,旅馆
huffero,马掌
hufo,腕
hufumo,马掌
huligano,流氓
humana,仁慈
humaneco,人道,善心
humanismo,人道主义,人文主义,人性
humanisto,人道主义者,人文主义者,人性学者
humida,潮湿,湿,湿润
humideco,湿度
humila,谦逊,温顺,下贱,自卑
humilighi,屈服
humiligho,屈辱
humiligi,凌辱,欺负,污辱,羞辱
humiligo,耻辱
humoro,气质,情绪,心情
humura,滑稽
humurajho,笑话
humuro,风趣,诙谐,幽默
hundo,狗,犬
huno,匈奴
huntuno,馄饨
hurai,欢呼
hurli,嚎叫,狼叫,怒吼
ia,某样,某种
iam,曾经,某时,有时
iam delonge,早已
iama,以前
idaro,子孙
idealo,理想,志愿
ideismo,唯心论,唯心主义
ideisto,唯心主义者
identa,同样,同一,相同
identeco,身分
ideo,观念,念头,思想,想法
ideologio,观念形态,思想,意识形态
idilio,牧歌,田园诗
idiomajho,习惯语
idiota,傻,愚蠢
idiotismo,习惯语
idioto,白痴,笨蛋,蠢人,呆子,傻瓜
ido,雏,后代,后裔,主意,子
idoladorado,偶像祟拜
idolano,偶象崇拜者
idolkult-olservo,偶像祟拜
idolo,偶像
iel,某样地
ies lastaj vortoj,遗言
igi,束缚
ignori,不理,忽视,漠视
ikono,圣像
iktero,黄疸病
ilaro,用具
ili,他们
ilicio,八角
ilmashino,机床
ilo,工具,用具
ilumini,张灯结彩
ilustrajho,插图
iluziisto,魔术家
iluzio,错觉,幻梦,幻想,幻影
imaga,虚拟
imagado,想像力
imagemo,想像力
imagi,设想,想象,意想
imaginaro,虚数
imagipovo,想像力
imago,假想,想像力
imamo,阿訇
imiti,仿效,摹仿
imperativo,命令式
imperiestra edikto,圣旨
imperiestra edzino,皇后
imperiestra familio,皇家,皇室
imperiestra palaco,皇宫,王宫
imperiestra parenco,皇族
imperiestra patrino,皇太后,太后
imperiestro,皇帝,君王
imperiismo,帝国主义
imperio,帝国
impertinenta,鲁莽,无礼
impeta,急剧
impeti,飞跃,跳跃,突进,跃进
implici,含蓄
implika,困难
impliki,纠缠,卷入,连累,牵连
impona,显赫,雄伟
imponeco,堂皇,威望
importa kaj eksporta kompanio,进出口公司
importi,进口,输入
impostburoo,税务局
impostevitado,偷税
imposti,征税
impostisto,税务员,征税员
imposto,捐税,税,租税
impozi,排版
impresi,感光
impresionismo,印象派,印象主义
impreso,感想,观感,印象
improvize,即席
improvizisto,即兴诗人
impulso,冲动
imulo,祸首
imuna,免疫
imuneco,特免权
inawguri,揭幕,开幕
incendio,大火,火灾,失火
incensi,焚香,烧香
incensujo,香炉
incesti,乱伦
incidento,事端,事件
inciti,刺激,激怒,激起,惹起,调唆
incizivo,门牙
indekso,索引
indi,值得
indiano,印第安人
indicnombro,指数
indico,迹象,指数
indiferenta,冷淡,冷漠,无动于衷
indiferente trakti,漠视
indigna flamo,怒火
indigni,愤慨
indignigi,激怒
indigno,恼怒,气愤
indiki,表明,表示,指明
indikita prezo,标价
indiko,指示
individua ekonomio,个体经济
individua heroismo,个人英雄主义
individueco,个性
individuismo,个人主义
individuo,个人,个体
indukti,感应
indulgema,宽厚,仁厚
indulgema traktado,宽大处理
indulgi,姑息,宽容,宽恕,饶恕,赦免,赦罪,纵容
industria laboristo,产业工人
industria rondo,产业界
industriisto,实业家
industrio,产业,工业
industrio kaj komerco,工商业
inercio,惰性,惯量,惯性
inerta,迟钝
infana,天真,幼稚
infana kanto,儿歌
infana paralizo,小儿麻痹症
infanagho,童年
infanago,幼年
infaneco,童年,幼年
infaneto,幼儿
infanghardeno,幼儿园
infanistino,保姆
infano,儿童,孩子,小儿
infanteriano,步兵
infanvartejo,托儿所
infekti,传染,感染
infektighi,沾染
infero,地狱
infinitezimo,无限小
infinitivo,不定式
infinito,无限大
inflacio,通货膨胀
inflami,发炎
influa,有影响
influi,影响
influsfero,势力范围
informi,奉告,告诉,通知
informighi,知道
informilo,通知单
informo,情报,消息,信息
informo pri venko,捷报
infrarugha radio,红外线
infuzajho,浸剂
infuzi,泡茶,沏
ingheniero,工程师
inhibicii,抑制
iniciatemo,首创精神
iniciati,倡导,发起,开创,兴办
iniciatinto,奠基人
iniciativo,能动性,首创精神
injektajho,针剂,注射剂
injekti,打针,注射
injektilo,注射器
inklini,倾心
inklino,倾向
inkluzivi,旬括
inko,墨水
inkrubando,打字带
inkrusti,镶嵌
inkubsongho,恶梦
inokuli,灌输,接枝,接种,种痘
insekticido,农药,杀虫剂
insekto,虫,昆虫
insidema,奸诈,阴险的
insidi,暗害,暗算,陷害
insido en la ridoj,笑里藏刀
insigno,徽章,纪念章
insigno sur chapelo,帽徽
insiste,执意
insisti,坚持
inslti,辱骂
inspekti,视察,巡视
inspiri,鼓舞,启示
inspiro,灵感
instalajho,设备,设施,装置
instali,安装,设置
instanco,当局
instepo,脚背
instigi,鼓动,教唆,唆使,指使
instigi perfidon,策反
instinkto,本能
institucio,机构,机关
instituto,大学,学会,学院,研究院
instrkcio,训令
instrua,有教育意义,有益
instrua materialo,讲义,教材
instrua plano,教案
instruado,教学
instrui,传授,讲课,教,教导
instrui per vortoj,言教
instruista lernejo,师范学校
instruisto,导师,教师,教员,老师,师,先生
instruiteco,学识,学问
instruitulo,秀才,有学问的人
instrukcii,发令
instrukcio,指令,指示
instrumenta muziko,器乐
instrumento,工具,器具,器械,仪器
instruo,教训,训诲
insularo,群岛
insulino,胰岛素
insulo,岛,海岛
insuloj,岛屿
insulti,骂,咒骂
integra cirkvito,集成电路
integreco,完整性
intelekta eduko,智育
intelekto,智力
intelektulo,知识分子
